date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20170425,0,SO2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
20170425,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,0,NO2,13,27,8,8,11,16,13,14,9,17,8,12,16,14,22,19,13,4,13,2,2,5,3,2,15,2,3,29,7,39,18,16,32,20,33
20170425,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,0,O3,88,67,71,74,72,81,71,67,75,66,79,74,75,78,82,74,74,71,92,88,93,81,95,82,72,82,68,67,86,50,84,72,79,66,47
20170425,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,0,CO,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.1,0.1,0.2,0.1,0.2,0.2,0.4,0.2,0.3,0.1,0.3,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3
20170425,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,1,SO2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2
20170425,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,1,NO2,17,24,7,7,14,29,16,18,9,12,12,12,16,12,25,13,14,3,15,2,2,9,3,2,10,2,3,27,7,33,18,19,48,12,53
20170425,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,1,O3,78,65,63,71,65,61,64,60,72,68,69,70,69,75,72,62,69,56,83,85,91,71,94,78,76,79,65,65,81,49,79,67,62,61,23
20170425,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,1,CO,0.1,0.2,0.2,0.2,0.1,0.3,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.4,0.3,0.3
20170425,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,2,SO2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,5,2,2,2,2,4,2,2,3,6,2
20170425,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,2,NO2,16,26,6,9,18,27,25,15,7,16,14,13,17,12,27,25,19,5,15,4,2,17,6,2,63,2,5,38,7,29,19,17,60,17,41
20170425,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,2,O3,59,63,53,66,59,58,52,63,76,62,65,52,67,73,66,61,63,32,79,80,89,60,88,76,13,72,58,50,78,48,75,66,54,64,32
20170425,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,2,CO,0.1,0.2,0.1,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.2,0.2,0.2,0.4,0.2,0.3,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3
20170425,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,3,SO2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,4,2,2,3,5,2
20170425,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,3,NO2,15,25,10,9,17,15,35,17,7,22,17,11,17,15,28,34,9,9,10,9,2,9,17,2,58,5,5,43,8,29,18,16,67,16,18
20170425,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,3,O3,51,62,55,66,58,73,40,59,75,54,61,46,67,69,61,50,71,35,81,73,82,72,83,71,13,67,56,39,76,48,75,66,49,62,57
20170425,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,3,CO,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.1,0.4,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2
20170425,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170425,4,SO2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,10,2,2,2,2,5,2,2,2,5,2
20170425,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
