date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20170817,0,PM2.5,33,25,29,32,26,35,17,18,9,13,22,24,35,46,41,,24,24,21,36,26,33,35,21,23,41,29,37,51,,38,30,32,,
20170817,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,0,PM10,,,,,26,,36,,,33,28,,37,,,,31,25,24,,27,35,,,68,,,,,,,31,,,
20170817,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,0,AQI,47,36,41,46,37,50,36,26,13,33,31,34,50,64,58,,34,34,30,51,37,47,50,30,59,58,41,53,70,,54,43,46,,
20170817,1,PM2.5,37,26,33,35,27,30,17,18,10,7,16,20,43,45,36,,25,26,17,30,30,32,30,16,25,37,35,40,47,,34,30,34,,
20170817,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,1,PM10,,,,,28,,29,,,31,20,30,,,,,49,31,23,,,34,,22,60,,,,,,,,,,
20170817,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,1,AQI,53,37,47,50,39,43,29,26,15,31,23,30,60,63,51,,49,37,24,43,43,46,43,23,55,53,50,56,65,,49,43,49,,
20170817,2,PM2.5,36,32,31,36,28,35,21,14,12,26,18,21,48,36,36,,29,19,,22,25,29,29,21,24,33,24,32,47,,40,37,32,,
20170817,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,2,PM10,,,,,,37,31,,,42,24,22,,,,,43,27,,,,36,,,60,,,,,,,,,,
20170817,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,2,AQI,51,46,44,51,40,50,31,20,18,42,26,30,66,51,51,,43,27,,31,36,41,41,30,55,47,34,46,65,,56,53,46,,
20170817,3,PM2.5,37,29,34,40,34,38,,18,15,34,15,29,47,34,37,,30,25,16,29,24,30,33,29,15,32,9,34,43,,39,37,35,,
20170817,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,3,PM10,,,,,,,33,,17,41,37,32,,,,,55,,25,29,,45,,,33,,,,,,,,,,
20170817,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,3,AQI,53,41,49,56,49,54,33,26,21,49,37,41,65,49,53,,53,36,25,41,34,45,47,41,33,46,13,49,60,,55,53,50,,
20170817,4,PM2.5,34,27,29,32,34,34,,13,13,35,,27,45,35,42,,27,20,17,27,16,33,33,21,17,29,33,33,37,,38,30,32,,
20170817,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,4,PM10,,,,,,,18,,,,,,46,,,,52,,22,,,48,,,39,,,,,,,,,,
20170817,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,4,AQI,49,39,41,46,49,49,18,19,19,50,,39,63,50,59,,51,29,24,39,23,48,47,30,39,41,47,47,53,,54,43,46,,
20170817,5,PM2.5,38,17,32,27,31,31,21,13,17,38,17,17,36,31,43,,25,14,16,21,17,28,28,14,12,21,3,31,38,,30,32,34,,
20170817,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,5,PM10,,21,,,36,,40,,,,19,24,46,,,,51,,27,,,32,,,32,,13,,,,,,44,,
20170817,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,5,AQI,54,24,46,39,44,44,40,19,24,54,24,24,51,44,60,,51,20,27,30,24,40,40,20,32,30,13,44,54,,43,46,49,,
20170817,6,PM2.5,34,23,34,31,30,35,23,14,16,37,15,16,31,32,38,,26,16,16,23,15,23,29,11,12,14,43,32,39,,39,28,37,,
20170817,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,6,PM10,46,,,,52,,30,,,41,23,32,48,34,,,50,,25,,,30,,,30,15,,35,,,,31,,,
20170817,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,6,AQI,49,33,49,44,51,50,33,20,23,53,23,32,48,46,54,,50,23,25,33,21,33,41,16,30,20,60,46,55,,55,40,53,,
20170817,7,PM2.5,34,31,30,35,32,33,17,15,16,37,14,18,27,35,44,,28,8,16,17,14,15,26,14,14,13,23,37,33,,36,35,33,,
20170817,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,7,PM10,45,,,,,48,33,141,49,,50,33,39,73,70,,40,57,34,31,25,59,38,39,32,17,,82,41,,38,68,,,
20170817,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,7,AQI,49,44,43,50,46,48,33,96,49,53,50,33,39,62,61,,40,54,34,31,25,55,38,39,32,19,33,66,47,,51,59,47,,
20170817,8,PM2.5,31,30,25,40,27,34,18,17,23,,15,22,23,39,44,,24,12,14,19,15,10,26,11,10,10,22,47,38,,40,36,33,,
20170817,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,8,PM10,,39,25,,30,,26,54,,,67,40,32,40,64,,55,12,35,25,20,,,19,29,14,,,70,,,,38,,
20170817,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,8,AQI,44,43,36,56,39,49,26,52,33,,59,40,33,55,61,,53,17,35,27,21,14,37,19,29,14,31,65,60,,56,51,47,,
20170817,9,PM2.5,21,15,27,27,27,16,19,13,18,15,16,26,22,33,28,,15,11,17,21,21,6,15,5,3,9,20,40,33,,30,29,23,,
20170817,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,9,PM10,,22,,31,42,,32,,22,,44,45,41,34,43,,32,,38,25,,,,33,7,15,,,,,,,28,,
20170817,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,9,AQI,30,22,39,39,42,23,32,19,26,21,44,45,41,47,43,,32,16,38,30,30,19,21,33,24,17,29,56,47,,43,41,33,,
20170817,10,PM2.5,17,11,16,15,15,15,19,18,16,3,12,14,19,24,22,,16,15,17,16,15,3,16,16,4,9,19,32,37,,20,15,20,,
20170817,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,10,PM10,,13,22,29,,,,,,31,,,29,27,,,27,40,,27,,,,,,15,,,,,37,,,,
20170817,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,10,AQI,24,19,23,29,23,21,27,26,29,31,23,25,29,34,31,,27,40,30,27,21,22,26,25,27,21,27,46,53,,37,21,29,,
20170817,11,PM2.5,15,16,15,15,18,14,15,19,21,12,13,13,17,12,19,,9,14,17,14,7,3,12,13,3,11,13,13,16,,22,17,20,,
20170817,11,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,11,PM10,18,,21,16,,22,,,21,18,,19,18,20,25,,13,,,,10,6,,,7,,,13,22,,24,,,,
20170817,11,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,11,AQI,27,26,29,28,28,24,30,31,33,30,28,27,32,30,28,,27,30,36,34,26,26,29,31,28,26,21,28,23,,31,24,29,,
20170817,12,PM2.5,15,13,13,15,13,14,18,36,28,24,18,13,22,12,15,,7,14,13,15,,6,14,3,12,,17,17,21,,15,20,15,,
20170817,12,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,12,PM10,,,18,23,,14,,,,,,13,,27,17,,,,18,,6,,,23,28,6,,,29,,21,,20,,
20170817,12,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,12,AQI,33,30,35,32,35,31,37,51,40,37,37,37,38,37,37,,34,36,42,39,28,31,30,33,28,6,24,35,30,,32,29,27,,
20170817,13,PM2.5,16,13,17,21,11,17,15,18,19,27,18,20,16,17,21,,11,14,12,16,,6,13,12,9,,15,22,22,,26,22,21,,
20170817,13,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,13,PM10,,33,23,,15,17,,22,24,,29,26,20,33,32,,11,41,14,23,6,,15,30,23,22,18,,24,,,,,,
20170817,13,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,13,AQI,38,35,43,38,38,38,41,42,44,44,46,44,47,45,42,,41,42,48,43,31,34,31,39,34,22,30,43,34,,37,33,32,,
20170817,14,PM2.5,17,18,15,20,10,14,13,19,,23,19,21,19,23,22,,,12,15,17,,5,19,13,8,7,15,30,12,,31,20,21,,
20170817,14,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,14,PM10,,28,,27,20,,22,,,27,34,34,25,31,26,,7,30,30,19,11,6,21,,20,,,,26,,,,27,,
20170817,14,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,14,AQI,44,43,46,41,42,45,46,43,,49,63,49,68,69,46,,46,43,81,48,33,37,35,41,37,10,34,44,38,,44,38,34,,
20170817,15,PM2.5,,19,16,20,12,16,7,7,30,19,19,20,24,20,19,,11,16,27,15,,8,27,19,10,13,18,16,25,,28,23,22,,
20170817,15,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,15,PM10,,,17,26,,,11,,,30,31,27,33,43,20,,,,32,19,,49,,,19,,,,44,,,,,,
20170817,15,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,15,AQI,,59,53,51,46,48,49,43,53,64,78,59,88,93,49,,49,43,104,53,,49,43,41,38,37,36,41,44,,46,48,39,,
20170817,16,PM2.5,22,19,22,20,10,20,16,19,,32,25,29,24,25,16,,11,12,23,16,6,9,27,8,17,12,19,23,15,,24,28,24,,
20170817,16,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,16,PM10,42,49,24,33,18,32,36,,,57,38,71,59,40,18,,12,12,37,22,21,28,,,43,16,,,27,,32,51,34,,
20170817,16,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,16,AQI,65,74,31,63,49,65,61,48,,99,79,81,93,88,46,,49,45,111,60,40,46,45,42,43,39,33,41,41,,64,51,46,,
20170817,17,PM2.5,23,17,23,22,18,18,15,13,,23,22,30,22,27,18,,14,20,22,16,12,15,28,8,19,14,15,29,18,,33,25,50,,
20170817,17,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,17,PM10,39,32,45,36,34,29,65,24,,42,49,96,43,,28,,34,,49,34,28,34,,,51,24,15,,29,,38,33,97,,
20170817,17,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,17,AQI,70,55,60,60,74,53,74,55,,99,66,90,70,68,48,,60,47,115,51,47,45,45,43,51,41,29,44,36,,49,45,74,,
20170817,18,PM2.5,20,16,17,20,16,19,23,23,45,23,21,32,17,20,22,,14,16,31,14,11,10,26,15,16,13,21,20,24,,30,19,36,,
20170817,18,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,18,PM10,44,31,38,,39,33,75,66,60,55,33,79,29,37,27,,29,38,74,29,25,35,,30,37,25,,,38,,,34,59,,
20170817,18,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,18,AQI,49,49,63,48,48,45,63,76,101,71,66,68,64,44,43,,48,60,111,46,46,46,45,56,41,44,32,44,38,,47,41,55,,
20170817,19,PM2.5,24,21,23,26,19,19,21,23,45,22,27,31,22,23,30,,14,7,30,19,19,17,33,15,14,18,21,21,20,,25,23,28,,
20170817,19,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,19,PM10,49,33,37,35,49,42,72,80,52,61,54,69,62,59,34,,,30,64,39,48,42,,39,45,34,23,29,22,,35,38,45,,
20170817,19,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,19,AQI,49,46,47,42,49,42,61,71,84,56,52,60,58,58,43,,45,49,101,40,48,45,47,46,45,44,30,39,29,,42,38,45,,
20170817,20,PM2.5,29,25,25,31,22,24,20,24,39,30,24,34,28,26,24,,17,29,27,24,22,19,32,21,19,17,21,26,19,,33,27,32,,
20170817,20,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,20,PM10,,40,55,59,52,46,60,64,52,85,59,69,78,62,53,,55,79,59,52,53,51,35,65,60,32,28,28,25,,61,67,79,,
20170817,20,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,20,AQI,41,40,53,55,51,46,55,57,55,68,55,60,64,56,52,,53,65,56,51,52,51,46,58,55,40,30,37,27,,56,59,65,,
20170817,21,PM2.5,32,28,30,31,30,28,23,24,31,39,28,36,29,31,33,,27,27,29,33,24,22,39,17,22,,26,26,19,,44,29,39,,
20170817,21,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,21,PM10,,49,62,63,68,57,79,100,43,102,77,85,60,70,57,,88,73,71,65,59,54,44,34,57,,32,27,29,,65,58,83,,
20170817,21,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,21,AQI,46,49,56,57,59,54,65,75,44,76,64,68,55,60,54,,69,62,61,58,55,52,55,34,54,,37,37,29,,61,54,67,,
20170817,22,PM2.5,30,29,28,30,32,30,28,32,37,38,31,37,28,34,38,,30,15,30,30,31,23,48,20,29,21,33,33,22,,43,29,38,,
20170817,22,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,22,PM10,52,49,59,64,69,59,81,83,43,72,86,92,72,86,79,,67,64,87,56,53,65,51,26,73,32,,47,27,,62,54,75,,
20170817,22,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170817,22,AQI,51,49,55,57,60,55,66,67,53,61,68,71,61,68,65,,59,57,69,53,52,58,66,29,62,37,47,47,31,,60,52,63,,
20170817,23,PM2.5,34,28,31,42,29,29,31,25,33,33,29,43,38,37,42,,32,28,33,25,27,25,42,22,39,22,19,36,26,,39,27,34,,
