date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20170606,0,PM2.5,42,34,48,41,34,38,41,46,33,35,41,42,34,35,46,46,41,49,40,35,43,32,57,38,44,6,43,,31,,38,39,44,56,
20170606,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,0,PM10,143,169,162,98,112,109,147,170,80,74,71,99,65,201,161,203,87,267,90,55,116,100,149,170,111,56,80,,80,,102,100,91,87,
20170606,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,0,AQI,97,110,106,74,81,80,99,110,65,62,61,75,58,126,106,127,69,159,70,53,83,75,100,110,81,53,65,,65,,76,75,71,76,
20170606,1,PM2.5,36,31,37,35,33,35,37,39,33,39,39,40,22,31,38,28,41,34,31,30,22,27,32,34,40,27,38,,24,,40,35,38,41,
20170606,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,1,PM10,88,111,97,63,59,57,106,57,,80,57,50,78,89,83,112,89,77,59,104,116,146,53,122,54,84,42,,46,,49,56,69,64,
20170606,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,1,AQI,69,81,74,57,55,54,78,55,47,65,55,56,64,70,67,81,70,64,55,77,83,98,52,86,56,67,54,,46,,56,53,60,58,
20170606,2,PM2.5,37,38,38,38,34,37,32,33,39,36,36,37,31,31,36,35,46,32,32,43,25,24,31,37,40,45,46,37,33,,34,39,39,41,
20170606,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,2,PM10,63,78,54,,48,41,46,76,,44,,40,31,50,64,65,63,53,44,85,72,83,,42,,48,51,,,,40,73,49,47,
20170606,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,2,AQI,57,64,54,54,49,53,46,63,55,51,51,53,44,50,57,58,64,52,46,68,61,67,44,53,56,63,64,53,47,,49,62,55,58,
20170606,3,PM2.5,33,34,36,37,38,36,30,42,59,32,34,32,25,34,41,39,39,36,32,52,27,27,39,33,40,44,46,41,30,,33,38,38,41,
20170606,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,3,PM10,52,38,42,,,,34,,,43,49,,,45,66,46,,,34,,38,46,,,,,,,,,,,,,
20170606,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,3,AQI,51,49,51,53,54,51,43,59,80,46,49,46,36,49,58,55,55,51,46,71,39,46,55,47,56,61,64,58,43,,47,54,54,58,
20170606,4,PM2.5,43,38,39,,38,37,44,39,39,35,34,36,31,34,40,44,46,38,34,52,27,30,37,34,42,43,43,45,42,,46,40,46,38,
20170606,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,4,PM10,,40,,,,,,40,,,,,,40,64,53,,,,59,32,46,,,,,,,,,,,,,
20170606,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,4,AQI,60,54,55,,54,53,61,55,55,50,49,51,44,49,57,61,64,54,49,71,39,46,53,49,59,60,60,63,59,,64,56,64,54,
20170606,5,PM2.5,45,43,46,45,37,41,38,,36,38,34,36,33,27,42,44,37,29,34,52,30,43,37,30,37,55,34,50,42,,48,46,49,52,
20170606,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,5,PM10,,,,,,,41,,,,,48,33,,,50,,34,,,49,51,,,,,,,,,,,,,
20170606,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,5,AQI,63,60,64,63,53,58,54,,51,54,49,51,47,39,59,61,53,41,49,71,49,60,53,43,53,75,49,69,59,,66,64,68,71,
20170606,6,PM2.5,39,39,48,44,33,47,38,44,68,50,40,48,29,28,46,47,40,32,30,50,28,42,38,27,38,60,38,51,47,,43,45,56,53,
20170606,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20170606,6,PM10,,,,,,,,45,,,,,33,,,,,,,,29,43,,29,,,,,,,,,,,
20170606,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
