date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20180213,0,SO2,13,9,13,7,6,13,7,5,,11,12,5,21,14,21,14,6,20,9,6,8,8,8,10,11,3,3,15,25,23,14,18,15,15,11
20180213,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,0,NO2,48,2,66,56,75,56,76,38,,75,28,69,52,37,38,72,26,65,31,10,18,32,10,24,28,5,23,24,46,28,74,56,84,57,85
20180213,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,0,O3,19,26,10,10,2,21,3,16,,5,43,2,22,27,34,14,46,6,39,56,52,30,66,44,54,70,53,74,27,41,13,6,4,20,2
20180213,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,0,CO,0.6,0.7,0.7,0.8,0.9,0.7,0.9,1,,0.8,0.6,1,0.9,1.1,0.8,0.8,0.9,2.3,1.1,0.8,1,1.5,0.5,1.3,0.6,0.4,0.5,0.9,0.8,2.3,1,0.9,1.2,1.2,1.2
20180213,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,1,SO2,12,10,,10,5,11,8,5,,11,15,5,21,15,37,20,7,21,8,5,9,8,12,6,11,3,4,22,29,28,16,18,13,14,14
20180213,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,1,NO2,47,11,,61,75,90,75,41,,74,21,69,67,38,42,57,28,67,23,12,15,39,16,17,27,5,23,25,41,48,66,56,81,63,92
20180213,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,1,O3,14,21,,4,2,2,2,11,,4,50,2,6,20,26,22,42,8,43,51,49,20,48,42,49,68,49,72,29,20,14,2,4,10,2
20180213,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,1,CO,0.7,0.8,,0.9,1,1,0.8,1.1,,1,0.6,1,1,1.3,0.9,0.9,0.9,2.4,1.1,0.9,1,1.6,1,0.9,0.5,0.5,0.5,1,0.9,2.1,1.2,1.1,1.2,1.2,1.4
20180213,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,2,SO2,8,5,11,9,7,12,10,3,,15,10,3,11,19,30,35,7,13,6,5,3,6,12,7,11,2,5,30,23,19,13,14,9,15,15
20180213,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,2,NO2,64,43,78,61,76,93,75,39,,68,28,60,66,38,47,55,29,55,23,11,11,32,19,14,23,8,24,26,41,33,76,58,79,73,92
20180213,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,2,O3,2,15,2,3,2,2,2,8,,5,40,2,2,15,19,19,38,14,41,50,50,25,41,46,49,63,40,71,26,32,8,2,4,3,2
20180213,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,2,CO,0.9,0.9,1,1,0.9,1.1,1.1,0.9,,1,0.6,1,1.8,1.3,1,1,1,2.1,1.1,1.1,0.8,1.2,1.2,0.8,0.4,0.6,0.6,1.1,1,1.6,1.2,1,1,1.4,1.4
20180213,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,3,SO2,10,4,14,9,8,14,11,3,,11,6,4,10,20,31,21,7,5,7,5,3,6,11,7,11,2,5,28,25,18,10,15,11,16,17
20180213,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,3,NO2,78,50,80,63,70,93,72,36,,70,34,67,68,43,48,77,30,23,29,10,12,34,17,16,20,12,29,26,40,39,83,61,80,75,101
20180213,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,3,O3,2,11,2,2,2,2,3,7,,4,30,2,2,12,17,3,35,39,35,49,49,22,42,42,56,59,36,70,24,24,6,2,5,3,2
20180213,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,3,CO,1,0.9,0.9,1,1,1.4,1.1,1.3,,1.3,0.6,0.7,1,1.4,1.1,1.2,1.1,0.8,1.1,0.8,0.6,1.1,1.1,1,0.4,0.5,0.6,0.9,1.3,3,1,1,1,1.4,1.6
20180213,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,4,SO2,11,3,13,6,6,14,9,2,,9,7,4,10,19,26,12,6,4,7,5,2,5,13,9,11,2,7,26,34,27,11,14,9,12,17
20180213,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,4,NO2,76,66,76,77,40,92,69,36,,72,35,58,70,45,47,81,23,46,23,11,19,27,21,21,20,12,26,31,57,35,89,71,70,83,94
20180213,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,4,O3,2,2,2,2,,3,3,4,,4,28,9,,10,14,2,39,9,39,47,,30,28,35,57,50,,64,5,25,,,,4,2
20180213,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,4,CO,1,1.1,1,1.1,0.7,1.3,1,1,,1.4,0.8,0.6,1,1.4,1.1,1.4,1,0.9,0.9,0.8,0.6,1,1.4,1.2,0.4,0.6,0.7,1,1.3,4.7,1.2,1.1,0.9,1.2,1.8
20180213,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,5,SO2,6,3,12,6,6,12,7,2,,10,7,5,9,14,15,11,6,4,6,5,2,5,11,5,11,2,10,20,30,21,8,11,9,12,16
20180213,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,5,NO2,63,69,57,70,54,82,57,37,,76,38,49,67,52,77,74,22,18,19,14,28,27,20,11,20,13,20,39,61,36,74,68,60,82,88
20180213,5,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,5,O3,2,2,10,2,8,2,13,3,,4,26,16,6,2,4,2,38,37,39,45,33,26,34,41,61,55,44,50,3,20,8,2,12,3,2
20180213,5,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,5,CO,1,1.2,0.8,1,0.8,1.1,0.9,1.1,,1.3,0.8,0.8,1,1.5,1.2,1.4,1,0.8,0.9,0.9,0.7,1,1.5,0.6,0.4,0.5,0.6,1,1.4,3.8,1,1.1,0.8,1.3,1.8
20180213,5,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,6,SO2,6,2,11,5,5,11,7,2,,9,6,6,8,15,11,10,5,14,6,6,2,5,12,8,14,2,10,14,23,31,8,12,9,9,
20180213,6,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,6,NO2,64,66,54,53,52,77,48,37,,66,32,63,63,56,81,70,21,31,21,17,27,38,20,18,20,12,19,57,47,41,72,66,63,74,
20180213,6,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,6,O3,2,2,14,12,8,2,25,5,,9,30,2,12,2,4,2,37,31,36,41,31,18,34,38,64,53,47,29,10,10,10,2,12,5,
20180213,6,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,6,CO,1,1.2,0.7,0.9,0.8,1,0.8,1.2,,1,0.7,0.9,0.8,1.6,1.4,1.5,1,1.5,0.9,0.9,0.7,1.1,1.5,1,0.5,0.5,0.6,1.1,1.5,4.8,1,1,0.8,1.1,
20180213,6,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,7,SO2,4,4,11,4,9,8,6,2,,8,7,10,7,19,9,9,5,19,8,6,3,5,12,10,,2,10,13,22,24,7,12,10,10,7
20180213,7,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,7,NO2,47,64,57,49,51,75,57,38,,64,43,72,68,63,77,65,25,57,36,21,25,39,24,23,,12,26,55,55,31,65,66,65,70,63
20180213,7,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,7,O3,14,2,9,14,9,2,13,2,,8,19,2,11,2,4,5,34,2,24,37,32,17,30,32,,50,38,28,4,20,14,2,11,6,4
20180213,7,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,7,CO,0.8,1.1,0.7,0.8,0.8,1.1,0.8,1.2,,0.9,0.8,1.1,0.7,1.7,1.4,1.4,0.9,2.2,0.9,0.9,0.8,1,1.4,1.3,,0.6,0.6,1.2,1.5,3,1,1,0.8,1.1,1.2
20180213,7,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,8,SO2,7,,10,3,5,7,9,2,,8,7,7,7,12,8,9,5,4,6,6,4,6,12,7,11,2,10,10,19,27,7,11,11,10,11
20180213,8,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,8,NO2,55,,65,52,40,66,60,36,,71,35,64,69,71,73,64,21,45,38,40,37,42,31,16,43,13,39,57,51,40,59,63,70,77,73
20180213,8,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,8,O3,9,,4,12,24,3,3,2,,6,26,2,10,2,5,7,36,6,22,19,21,14,23,38,29,49,18,29,5,16,19,2,7,6,2
20180213,8,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,8,CO,0.8,,0.7,0.8,0.6,1.1,1.4,1.3,,0.9,0.7,1.2,0.8,1.9,1.5,1.3,1,1.2,0.8,1.3,0.9,1.1,1.4,0.9,0.8,0.6,0.9,1.2,1.7,3.6,0.8,0.9,0.9,1,1.5
20180213,8,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,9,SO2,6,5,9,4,7,9,9,4,,9,6,14,7,11,11,14,6,6,6,5,3,11,14,24,14,2,9,13,20,24,8,11,10,12,12
20180213,9,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,9,NO2,55,56,52,52,43,57,51,29,,57,30,60,62,76,71,60,22,49,30,36,34,38,32,32,30,11,32,51,46,38,66,60,65,74,69
20180213,9,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,9,O3,11,11,21,19,23,15,20,15,,20,33,15,20,6,11,12,37,11,34,24,29,23,27,30,47,51,27,38,10,27,18,2,15,8,5
20180213,9,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180213,9,CO,1,1.1,0.7,0.9,0.8,1.1,1,1.3,,0.8,0.8,1.3,0.8,1.9,1.4,1.6,1.1,1.3,0.7,1.2,0.8,1.4,1.6,1.8,0.7,0.6,0.8,1.4,1.9,3.1,1,1,1,1.1,1.5
20180213,9,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
