date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20180103,0,PM2.5,6,3,5,8,4,5,6,12,,11,15,8,5,6,3,6,6,4,8,10,7,6,19,5,18,7,6,15,12,121,14,6,7,6,5
20180103,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,0,PM10,22,31,36,28,19,26,27,29,,33,30,25,29,42,22,33,15,43,19,,14,11,43,7,39,13,12,30,26,162,17,20,24,28,12
20180103,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,0,AQI,22,31,36,28,19,26,27,29,,33,30,25,29,42,22,33,22,43,23,20,20,22,43,21,39,20,19,30,26,159,20,20,24,28,17
20180103,1,PM2.5,6,3,7,3,7,5,5,11,,14,14,8,5,9,3,6,5,,3,5,3,10,21,3,19,3,3,3,12,158,14,8,13,6,4
20180103,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,1,PM10,17,19,24,21,19,15,18,23,,21,20,15,27,26,17,26,7,,13,,10,,40,10,32,7,8,20,22,194,20,17,22,20,8
20180103,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,1,AQI,18,19,24,21,19,17,18,23,,21,20,15,27,26,17,26,20,,23,20,19,21,40,18,32,19,18,20,22,208,20,17,22,20,12
20180103,2,PM2.5,7,3,10,5,10,8,10,10,,11,15,4,8,3,3,4,3,16,5,8,3,11,29,7,19,3,3,3,3,121,7,10,12,7,6
20180103,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,2,PM10,21,32,24,28,29,21,21,25,,27,18,15,25,27,24,21,7,23,11,,6,,44,11,30,13,7,20,29,160,26,33,30,24,12
20180103,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,2,AQI,21,32,24,28,29,21,21,25,,27,21,19,25,27,24,21,19,27,23,19,18,20,44,18,30,19,18,20,29,159,26,33,30,24,14
20180103,3,PM2.5,6,4,7,5,6,11,11,4,,3,14,6,8,4,3,5,3,22,6,4,3,6,18,6,15,8,4,9,11,,10,11,11,6,8
20180103,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,3,PM10,23,34,20,25,28,27,20,26,,22,16,13,23,25,27,16,10,22,14,6,10,12,33,14,33,11,10,20,24,107,20,24,25,22,15
20180103,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,3,AQI,23,34,20,25,28,27,20,26,,22,20,18,23,25,27,16,17,31,21,18,17,19,33,19,33,11,16,20,24,79,20,24,25,22,15
20180103,4,PM2.5,8,6,7,8,7,7,8,10,,10,14,8,3,4,3,5,8,14,7,7,3,9,19,10,18,7,3,8,3,69,6,10,14,6,8
20180103,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,4,PM10,18,23,17,19,27,22,16,17,,14,,12,17,14,18,11,,15,9,,8,,27,13,26,,10,23,14,83,14,14,17,22,22
20180103,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,4,AQI,18,23,17,19,27,22,16,17,,14,20,16,17,14,18,15,15,20,23,17,16,18,27,17,26,10,15,23,14,93,15,14,20,22,22
20180103,5,PM2.5,11,4,6,10,6,6,12,10,,11,,7,4,5,4,5,4,9,5,7,5,7,16,10,17,4,9,5,10,63,6,11,9,7,6
20180103,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,5,PM10,19,18,19,18,21,19,16,17,,12,,11,12,11,15,12,8,17,21,,17,9,21,15,33,18,,23,,79,15,16,17,16,37
20180103,5,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,5,AQI,19,18,19,18,21,19,17,17,,16,,16,13,14,15,13,17,17,22,17,17,19,23,17,33,18,13,23,14,85,16,16,18,16,37
20180103,6,PM2.5,7,9,8,4,9,10,11,5,,13,15,7,6,10,3,8,7,,7,5,,9,24,9,14,9,8,,5,75,17,8,11,7,7
20180103,6,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,6,PM10,19,16,21,18,19,19,16,17,,15,17,9,11,14,13,14,7,,13,,,11,42,17,39,,,,6,87,,15,16,20,43
20180103,6,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,6,AQI,19,16,21,18,19,19,17,17,,19,21,16,14,14,13,17,17,,22,16,,19,42,17,39,17,14,,12,100,24,15,22,20,43
20180103,7,PM2.5,11,15,7,6,12,8,5,9,,13,14,7,3,11,5,7,4,9,6,7,7,7,26,6,13,3,6,12,5,52,14,9,15,8,8
20180103,7,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,7,PM10,30,27,26,20,23,27,18,16,,22,22,18,12,20,17,21,15,29,16,,14,10,44,21,37,14,7,17,8,81,20,25,22,20,48
20180103,7,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,7,AQI,30,27,26,20,23,27,21,16,,22,22,18,16,20,17,21,16,29,22,16,14,19,44,21,37,17,15,17,13,71,20,25,23,26,48
20180103,8,PM2.5,8,13,9,8,9,11,9,9,,4,13,7,4,5,7,9,6,14,5,11,5,7,37,10,14,3,9,5,7,54,15,12,14,9,9
20180103,8,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,8,PM10,28,27,25,19,23,28,17,18,,17,22,17,20,21,20,15,11,30,24,,20,9,51,20,36,15,10,18,10,86,22,27,26,25,45
20180103,8,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,8,AQI,28,27,25,19,23,28,21,18,,21,22,17,20,21,20,24,14,30,24,16,20,20,53,20,36,16,15,18,12,74,23,27,27,29,45
20180103,9,PM2.5,11,12,3,9,8,10,7,11,,15,11,5,9,8,5,7,8,9,6,10,10,10,25,6,18,7,9,7,7,46,10,10,14,8,10
20180103,9,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,9,PM10,33,29,38,25,33,32,20,32,,31,33,21,31,27,26,23,19,31,29,15,22,13,53,22,56,16,18,24,15,95,32,30,32,28,46
20180103,9,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,9,AQI,33,29,38,25,33,32,20,32,,31,33,21,31,27,26,23,19,31,29,16,22,18,52,22,53,16,18,24,15,73,32,30,32,28,46
20180103,10,PM2.5,10,9,8,9,10,5,15,8,,9,16,6,5,6,4,9,10,15,13,9,6,9,32,7,28,5,8,9,6,105,16,10,7,8,11
20180103,10,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,10,PM10,39,37,37,21,40,30,25,90,,26,39,20,40,26,37,32,22,32,38,16,21,12,65,25,85,,15,25,21,,27,32,38,35,35
20180103,10,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180103,10,AQI,39,37,37,21,40,30,25,70,,26,39,20,40,26,37,32,22,32,38,18,21,18,58,25,68,18,16,25,21,138,27,32,38,35,35
