date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20180109,0,SO2,3,2,2,2,3,5,4,3,,2,2,2,,2,2,3,6,3,2,2,2,2,2,2,3,2,2,2,2,16,3,4,4,2,4
20180109,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,0,NO2,15,15,10,8,13,13,2,7,,14,3,9,,10,16,9,4,12,6,8,2,22,2,3,16,2,15,36,23,41,17,12,14,27,17
20180109,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,0,O3,52,58,64,64,51,53,74,60,,53,77,68,,57,54,69,62,54,75,60,65,36,68,67,50,68,47,38,33,25,63,40,60,47,49
20180109,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,0,CO,0.4,0.3,0.2,0.2,0.2,0.3,0.5,0.2,,0.3,0.3,0.2,,0.4,0.3,0.4,0.4,0.5,0.3,0.9,0.2,0.5,0.4,0.4,0.3,0.2,0.4,0.3,0.4,2.4,0.2,0.2,0.1,0.3,0.5
20180109,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,1,SO2,3,3,2,2,3,5,4,4,,2,2,3,2,2,2,4,6,3,2,2,2,2,2,2,3,2,2,2,2,12,3,4,4,2,4
20180109,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,1,NO2,13,12,8,9,10,11,2,8,,15,3,15,56,12,14,12,4,16,6,7,2,23,2,2,20,2,14,67,34,36,14,11,12,26,16
20180109,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20180109,1,O3,52,60,65,62,52,54,73,57,,51,75,61,20,53,54,64,63,50,73,59,64,35,68,67,46,67,47,7,23,26,65,40,61,46,49
